"seqnames"	"start"	"end"	"width"	"strand"	"feature_name"	"feature_id"	"RNA_type"	"annot_name"	"annot_id"
"other_sRNA_892;type=other"	1	25	25	"*"	"other_sRNA_892_1"	"other_sRNA_892_1"	"other"	"none"	"none"
"other_sRNA_893;type=other"	1	30	30	"*"	"other_sRNA_893_1"	"other_sRNA_893_1"	"other"	"none"	"none"
"other_sRNA_894;type=other"	1	113	113	"*"	"other_sRNA_894_1"	"other_sRNA_894_1"	"other"	"none"	"none"
"other_sRNA_895;type=other"	1	70	70	"*"	"other_sRNA_895_1"	"other_sRNA_895_1"	"other"	"none"	"none"
"other_sRNA_896;type=other"	1	39	39	"*"	"other_sRNA_896_1"	"other_sRNA_896_1"	"other"	"none"	"none"
"other_sRNA_897;type=other"	1	64	64	"*"	"other_sRNA_897_1"	"other_sRNA_897_1"	"other"	"none"	"none"
"other_sRNA_898;type=other"	1	45	45	"*"	"other_sRNA_898_1"	"other_sRNA_898_1"	"other"	"none"	"none"
"other_sRNA_899;type=other"	1	23	23	"*"	"other_sRNA_899_1"	"other_sRNA_899_1"	"other"	"none"	"none"
"other_sRNA_900;type=other"	1	34	34	"*"	"other_sRNA_900_1"	"other_sRNA_900_1"	"other"	"none"	"none"
"other_sRNA_901;type=other"	1	75	75	"*"	"other_sRNA_901_1"	"other_sRNA_901_1"	"other"	"ADCY6"	"ENST00000547260"
"other_sRNA_902;type=other"	1	73	73	"*"	"other_sRNA_902_1"	"other_sRNA_902_1"	"other"	"Y_RNA"	"ENST00000363439"
"other_sRNA_903;type=other"	1	111	111	"*"	"other_sRNA_903_1"	"other_sRNA_903_1"	"other"	"TUBA1C"	"ENST00000541364"
"other_sRNA_904;type=other"	1	73	73	"*"	"other_sRNA_904_1"	"other_sRNA_904_1"	"other"	"none"	"none"
"other_sRNA_905;type=other"	1	30	30	"*"	"other_sRNA_905_1"	"other_sRNA_905_1"	"other"	"SLC11A2"	"ENST00000644495"
"other_sRNA_906;type=other"	1	24	24	"*"	"other_sRNA_906_1"	"other_sRNA_906_1"	"other"	"none"	"none"
"other_sRNA_907;type=other"	1	28	28	"*"	"other_sRNA_907_1"	"other_sRNA_907_1"	"other"	"none"	"none"
"other_sRNA_908;type=other"	1	42	42	"*"	"other_sRNA_908_1"	"other_sRNA_908_1"	"other"	"ATF7-NPFF;ATF7"	"many"
"other_sRNA_909;type=other"	1	32	32	"*"	"other_sRNA_909_1"	"other_sRNA_909_1"	"other"	"none"	"none"
"other_sRNA_910;type=other"	1	69	69	"*"	"other_sRNA_910_1"	"other_sRNA_910_1"	"other"	"none"	"none"
"other_sRNA_911;type=other"	1	130	130	"*"	"other_sRNA_911_1"	"other_sRNA_911_1"	"other"	"none"	"none"
"other_sRNA_913;type=other"	1	36	36	"*"	"other_sRNA_913_1"	"other_sRNA_913_1"	"other"	"none"	"none"
"other_sRNA_914;type=other"	1	26	26	"*"	"other_sRNA_914_1"	"other_sRNA_914_1"	"other"	"none"	"none"
"other_sRNA_915;type=other"	1	23	23	"*"	"other_sRNA_915_1"	"other_sRNA_915_1"	"other"	"none"	"none"
"other_sRNA_916;type=other"	1	59	59	"*"	"other_sRNA_916_1"	"other_sRNA_916_1"	"other"	"none"	"none"
"other_sRNA_917;type=other"	1	45	45	"*"	"other_sRNA_917_1"	"other_sRNA_917_1"	"other"	"CAPS2-AS1"	"ENST00000548779"
"other_sRNA_918;type=other"	1	26	26	"*"	"other_sRNA_918_1"	"other_sRNA_918_1"	"other"	"none"	"none"
"other_sRNA_919;type=other"	1	20	20	"*"	"other_sRNA_919_1"	"other_sRNA_919_1"	"other"	"none"	"none"
"other_sRNA_920;type=other"	1	25	25	"*"	"other_sRNA_920_1"	"other_sRNA_920_1"	"other"	"ACSS3"	"ENST00000549175"
"other_sRNA_921;type=other"	1	29	29	"*"	"other_sRNA_921_1"	"other_sRNA_921_1"	"other"	"none"	"none"
"other_sRNA_922;type=other"	1	36	36	"*"	"other_sRNA_922_1"	"other_sRNA_922_1"	"other"	"Y_RNA"	"ENST00000362375"
"other_sRNA_923;type=other"	1	18	18	"*"	"other_sRNA_923_1"	"other_sRNA_923_1"	"other"	"none"	"none"
"other_sRNA_924;type=other"	1	23	23	"*"	"other_sRNA_924_1"	"other_sRNA_924_1"	"other"	"none"	"none"
"other_sRNA_925;type=other"	1	63	63	"*"	"other_sRNA_925_1"	"other_sRNA_925_1"	"other"	"none"	"none"
"other_sRNA_926;type=other"	1	101	101	"*"	"other_sRNA_926_1"	"other_sRNA_926_1"	"other"	"none"	"none"
"other_sRNA_928;type=other"	1	36	36	"*"	"other_sRNA_928_1"	"other_sRNA_928_1"	"other"	"Y_RNA"	"ENST00000410647"
"other_sRNA_929;type=other"	1	20	20	"*"	"other_sRNA_929_1"	"other_sRNA_929_1"	"other"	"none"	"none"
"other_sRNA_930;type=other"	1	25	25	"*"	"other_sRNA_930_1"	"other_sRNA_930_1"	"other"	"none"	"none"
"other_sRNA_931;type=other"	1	21	21	"*"	"other_sRNA_931_1"	"other_sRNA_931_1"	"other"	"none"	"none"
"other_sRNA_932;type=other"	1	61	61	"*"	"other_sRNA_932_1"	"other_sRNA_932_1"	"other"	"none"	"none"
"other_sRNA_933;type=other"	1	60	60	"*"	"other_sRNA_933_1"	"other_sRNA_933_1"	"other"	"DDX54;Y_RNA"	"many"
"other_sRNA_934;type=other"	1	34	34	"*"	"other_sRNA_934_1"	"other_sRNA_934_1"	"other"	"none"	"none"
"other_sRNA_935;type=other"	1	21	21	"*"	"other_sRNA_935_1"	"other_sRNA_935_1"	"other"	"none"	"none"
"other_sRNA_936;type=other"	1	31	31	"*"	"other_sRNA_936_1"	"other_sRNA_936_1"	"other"	"none"	"none"
"other_sRNA_937;type=other"	1	51	51	"*"	"other_sRNA_937_1"	"other_sRNA_937_1"	"other"	"SRRM4;RN7SL508P"	"many"
"other_sRNA_938;type=other"	1	38	38	"*"	"other_sRNA_938_1"	"other_sRNA_938_1"	"other"	"COQ5;Y_RNA"	"many"
"other_sRNA_939;type=other"	1	22	22	"*"	"other_sRNA_939_1"	"other_sRNA_939_1"	"other"	"none"	"none"
"other_sRNA_940;type=other"	1	27	27	"*"	"other_sRNA_940_1"	"other_sRNA_940_1"	"other"	"none"	"none"
"other_sRNA_941;type=other"	1	44	44	"*"	"other_sRNA_941_1"	"other_sRNA_941_1"	"other"	"none"	"none"
"other_sRNA_942;type=other"	1	21	21	"*"	"other_sRNA_942_1"	"other_sRNA_942_1"	"other"	"PITPNM2"	"ENST00000280562"
"other_sRNA_943;type=other"	1	222	222	"*"	"other_sRNA_943_1"	"other_sRNA_943_1"	"other"	"none"	"none"
"other_sRNA_944;type=other"	1	136	136	"*"	"other_sRNA_944_1"	"other_sRNA_944_1"	"other"	"none"	"none"
"other_sRNA_945;type=other"	1	24	24	"*"	"other_sRNA_945_1"	"other_sRNA_945_1"	"other"	"TMEM132D"	"ENST00000422113"
"other_sRNA_946;type=other"	1	18	18	"*"	"other_sRNA_946_1"	"other_sRNA_946_1"	"other"	"RIMBP2"	"ENST00000643940"
"other_sRNA_947;type=other"	1	54	54	"*"	"other_sRNA_947_1"	"other_sRNA_947_1"	"other"	"ULK1"	"ENST00000321867"
"other_sRNA_948;type=other"	1	35	35	"*"	"other_sRNA_948_1"	"other_sRNA_948_1"	"other"	"IFT88;RNU2-7P"	"many"
"other_sRNA_949;type=other"	1	77	77	"*"	"other_sRNA_949_1"	"other_sRNA_949_1"	"other"	"IL17D"	"ENST00000304920"
"other_sRNA_950;type=other"	1	25	25	"*"	"other_sRNA_950_1"	"other_sRNA_950_1"	"other"	"none"	"none"
"other_sRNA_951;type=other"	1	77	77	"*"	"other_sRNA_951_1"	"other_sRNA_951_1"	"other"	"none"	"none"
"other_sRNA_952;type=other"	1	31	31	"*"	"other_sRNA_952_1"	"other_sRNA_952_1"	"other"	"none"	"none"
"other_sRNA_953;type=other"	1	24	24	"*"	"other_sRNA_953_1"	"other_sRNA_953_1"	"other"	"none"	"none"
"other_sRNA_954;type=other"	1	33	33	"*"	"other_sRNA_954_1"	"other_sRNA_954_1"	"other"	"none"	"none"
"other_sRNA_955;type=other"	1	19	19	"*"	"other_sRNA_955_1"	"other_sRNA_955_1"	"other"	"none"	"none"
"other_sRNA_956;type=other"	1	20	20	"*"	"other_sRNA_956_1"	"other_sRNA_956_1"	"other"	"NBEA"	"ENST00000379939"
"other_sRNA_957;type=other"	1	61	61	"*"	"other_sRNA_957_1"	"other_sRNA_957_1"	"other"	"none"	"none"
"other_sRNA_958;type=other"	1	20	20	"*"	"other_sRNA_958_1"	"other_sRNA_958_1"	"other"	"TRPC4"	"ENST00000379705"
"other_sRNA_959;type=other"	1	103	103	"*"	"other_sRNA_959_1"	"other_sRNA_959_1"	"other"	"RNY4P14"	"ENST00000363656"
"other_sRNA_960;type=other"	1	90	90	"*"	"other_sRNA_960_1"	"other_sRNA_960_1"	"other"	"RUBCNL;RNU2-6P"	"many"
"other_sRNA_961;type=other"	1	34	34	"*"	"other_sRNA_961_1"	"other_sRNA_961_1"	"other"	"RNY4P30"	"ENST00000410216"
"other_sRNA_962;type=other"	1	134	134	"*"	"other_sRNA_962_1"	"other_sRNA_962_1"	"other"	"RNY4P9"	"ENST00000363194"
"other_sRNA_963;type=other"	1	94	94	"*"	"other_sRNA_963_1"	"other_sRNA_963_1"	"other"	"RNY4P29"	"ENST00000410801"
"other_sRNA_964;type=other"	1	37	37	"*"	"other_sRNA_964_1"	"other_sRNA_964_1"	"other"	"RNY4P28"	"ENST00000365281"
"other_sRNA_965;type=other"	1	75	75	"*"	"other_sRNA_965_1"	"other_sRNA_965_1"	"other"	"none"	"none"
"other_sRNA_966;type=other"	1	23	23	"*"	"other_sRNA_966_1"	"other_sRNA_966_1"	"other"	"none"	"none"
"other_sRNA_967;type=other"	1	35	35	"*"	"other_sRNA_967_1"	"other_sRNA_967_1"	"other"	"MIR4500HG"	"ENST00000436290"
"other_sRNA_968;type=other"	1	38	38	"*"	"other_sRNA_968_1"	"other_sRNA_968_1"	"other"	"none"	"none"
"other_sRNA_969;type=other"	1	46	46	"*"	"other_sRNA_969_1"	"other_sRNA_969_1"	"other"	"GPC5"	"ENST00000377067"
"other_sRNA_970;type=other"	1	50	50	"*"	"other_sRNA_970_1"	"other_sRNA_970_1"	"other"	"RNY4P27"	"ENST00000363341"
"other_sRNA_971;type=other"	1	42	42	"*"	"other_sRNA_971_1"	"other_sRNA_971_1"	"other"	"RNY4P27"	"ENST00000363341"
"other_sRNA_972;type=other"	1	69	69	"*"	"other_sRNA_972_1"	"other_sRNA_972_1"	"other"	"none"	"none"
"other_sRNA_973;type=other"	1	21	21	"*"	"other_sRNA_973_1"	"other_sRNA_973_1"	"other"	"none"	"none"
"other_sRNA_974;type=other"	1	20	20	"*"	"other_sRNA_974_1"	"other_sRNA_974_1"	"other"	"CLYBL"	"ENST00000376355"
"other_sRNA_975;type=other"	1	30	30	"*"	"other_sRNA_975_1"	"other_sRNA_975_1"	"other"	"BIVM-ERCC5;BIVM"	"many"
"other_sRNA_976;type=other"	1	21	21	"*"	"other_sRNA_976_1"	"other_sRNA_976_1"	"other"	"none"	"none"
"other_sRNA_977;type=other"	1	34	34	"*"	"other_sRNA_977_1"	"other_sRNA_977_1"	"other"	"none"	"none"
"other_sRNA_978;type=other"	1	409	409	"*"	"other_sRNA_978_1"	"other_sRNA_978_1"	"other"	"AL355075.4;RPPH1"	"many"
"other_sRNA_979;type=other"	1	72	72	"*"	"other_sRNA_979_1"	"other_sRNA_979_1"	"other"	"none"	"none"
"other_sRNA_980;type=other"	1	73	73	"*"	"other_sRNA_980_1"	"other_sRNA_980_1"	"other"	"none"	"none"
"other_sRNA_981;type=other"	1	19	19	"*"	"other_sRNA_981_1"	"other_sRNA_981_1"	"other"	"none"	"none"
"other_sRNA_982;type=other"	1	76	76	"*"	"other_sRNA_982_1"	"other_sRNA_982_1"	"other"	"AKAP6"	"ENST00000280979"
"other_sRNA_983;type=other"	1	156	156	"*"	"other_sRNA_983_1"	"other_sRNA_983_1"	"other"	"AKAP6"	"ENST00000280979"
"other_sRNA_985;type=other"	1	35	35	"*"	"other_sRNA_985_1"	"other_sRNA_985_1"	"other"	"NPAS3"	"ENST00000551634"
"other_sRNA_986;type=other"	1	188	188	"*"	"other_sRNA_986_1"	"other_sRNA_986_1"	"other"	"RNU1-27P"	"ENST00000383869"
"other_sRNA_988;type=other"	1	23	23	"*"	"other_sRNA_988_1"	"other_sRNA_988_1"	"other"	"none"	"none"
"other_sRNA_989;type=other"	1	48	48	"*"	"other_sRNA_989_1"	"other_sRNA_989_1"	"other"	"MDGA2"	"ENST00000399232"
"other_sRNA_990;type=other"	1	307	307	"*"	"other_sRNA_990_1"	"other_sRNA_990_1"	"other"	"RN7SL1"	"ENST00000618786"
"other_sRNA_991;type=other"	1	319	319	"*"	"other_sRNA_991_1"	"other_sRNA_991_1"	"other"	"RN7SL3"	"ENST00000610674"
"other_sRNA_992;type=other"	1	335	335	"*"	"other_sRNA_992_1"	"other_sRNA_992_1"	"other"	"AL627171.2;RN7SL2"	"many"
"other_sRNA_993;type=other"	1	45	45	"*"	"other_sRNA_993_1"	"other_sRNA_993_1"	"other"	"Y_RNA"	"ENST00000364950"
"other_sRNA_994;type=other"	1	25	25	"*"	"other_sRNA_994_1"	"other_sRNA_994_1"	"other"	"none"	"none"
"other_sRNA_995;type=other"	1	23	23	"*"	"other_sRNA_995_1"	"other_sRNA_995_1"	"other"	"SLC35F4"	"ENST00000556826"
"other_sRNA_996;type=other"	1	20	20	"*"	"other_sRNA_996_1"	"other_sRNA_996_1"	"other"	"SLC38A6"	"ENST00000354886"
"other_sRNA_997;type=other"	1	23	23	"*"	"other_sRNA_997_1"	"other_sRNA_997_1"	"other"	"HIF1A"	"ENST00000337138"
"other_sRNA_998;type=other"	1	89	89	"*"	"other_sRNA_998_1"	"other_sRNA_998_1"	"other"	"SLC8A3"	"ENST00000356921"
"other_sRNA_999;type=other"	1	54	54	"*"	"other_sRNA_999_1"	"other_sRNA_999_1"	"other"	"none"	"none"
"other_sRNA_1000;type=other"	1	84	84	"*"	"other_sRNA_1000_1"	"other_sRNA_1000_1"	"other"	"none"	"none"
"other_sRNA_1001;type=other"	1	30	30	"*"	"other_sRNA_1001_1"	"other_sRNA_1001_1"	"other"	"ESRRB"	"ENST00000512784"
"other_sRNA_1002;type=other"	1	34	34	"*"	"other_sRNA_1002_1"	"other_sRNA_1002_1"	"other"	"none"	"none"
"other_sRNA_1003;type=other"	1	32	32	"*"	"other_sRNA_1003_1"	"other_sRNA_1003_1"	"other"	"none"	"none"
"other_sRNA_1004;type=other"	1	188	188	"*"	"other_sRNA_1004_1"	"other_sRNA_1004_1"	"other"	"AL137230.2;EFCAB11"	"many"
"other_sRNA_1005;type=other"	1	330	330	"*"	"other_sRNA_1005_1"	"other_sRNA_1005_1"	"other"	"LGMN"	"ENST00000555699"
"other_sRNA_1006;type=other"	1	100	100	"*"	"other_sRNA_1006_1"	"other_sRNA_1006_1"	"other"	"Y_RNA"	"ENST00000365436"
"other_sRNA_1007;type=other"	1	41	41	"*"	"other_sRNA_1007_1"	"other_sRNA_1007_1"	"other"	"GSKIP;RNU2-33P"	"many"
"other_sRNA_1008;type=other"	1	20	20	"*"	"other_sRNA_1008_1"	"other_sRNA_1008_1"	"other"	"none"	"none"
"other_sRNA_1009;type=other"	1	41	41	"*"	"other_sRNA_1009_1"	"other_sRNA_1009_1"	"other"	"MOK"	"ENST00000559138"
"other_sRNA_1010;type=other"	1	19	19	"*"	"other_sRNA_1010_1"	"other_sRNA_1010_1"	"other"	"none"	"none"
"other_sRNA_1011;type=other"	1	41	41	"*"	"other_sRNA_1011_1"	"other_sRNA_1011_1"	"other"	"none"	"none"
"other_sRNA_1013;type=other"	1	43	43	"*"	"other_sRNA_1013_1"	"other_sRNA_1013_1"	"other"	"none"	"none"
"other_sRNA_1014;type=other"	1	37	37	"*"	"other_sRNA_1014_1"	"other_sRNA_1014_1"	"other"	"none"	"none"
"other_sRNA_1015;type=other"	1	72	72	"*"	"other_sRNA_1015_1"	"other_sRNA_1015_1"	"other"	"LINC02248"	"ENST00000658140"
"other_sRNA_1016;type=other"	1	69	69	"*"	"other_sRNA_1016_1"	"other_sRNA_1016_1"	"other"	"none"	"none"
"other_sRNA_1017;type=other"	1	63	63	"*"	"other_sRNA_1017_1"	"other_sRNA_1017_1"	"other"	"LINC02694"	"ENST00000647456"
"other_sRNA_1018;type=other"	1	48	48	"*"	"other_sRNA_1018_1"	"other_sRNA_1018_1"	"other"	"none"	"none"
"other_sRNA_1019;type=other"	1	19	19	"*"	"other_sRNA_1019_1"	"other_sRNA_1019_1"	"other"	"none"	"none"
"other_sRNA_1020;type=other"	1	22	22	"*"	"other_sRNA_1020_1"	"other_sRNA_1020_1"	"other"	"none"	"none"
"other_sRNA_1021;type=other"	1	41	41	"*"	"other_sRNA_1021_1"	"other_sRNA_1021_1"	"other"	"none"	"none"
"other_sRNA_1023;type=other"	1	24	24	"*"	"other_sRNA_1023_1"	"other_sRNA_1023_1"	"other"	"ALDH1A2;LIPC-AS1"	"many"
"other_sRNA_1024;type=other"	1	31	31	"*"	"other_sRNA_1024_1"	"other_sRNA_1024_1"	"other"	"none"	"none"
"other_sRNA_1025;type=other"	1	37	37	"*"	"other_sRNA_1025_1"	"other_sRNA_1025_1"	"other"	"none"	"none"
"other_sRNA_1026;type=other"	1	33	33	"*"	"other_sRNA_1026_1"	"other_sRNA_1026_1"	"other"	"ANKDD1A"	"ENST00000319580"
"other_sRNA_1027;type=other"	1	118	118	"*"	"other_sRNA_1027_1"	"other_sRNA_1027_1"	"other"	"RNU5A-1"	"ENST00000362698"
"other_sRNA_1029;type=other"	1	23	23	"*"	"other_sRNA_1029_1"	"other_sRNA_1029_1"	"other"	"THSD4"	"ENST00000355327"
"other_sRNA_1030;type=other"	1	23	23	"*"	"other_sRNA_1030_1"	"other_sRNA_1030_1"	"other"	"THSD4"	"ENST00000355327"
"other_sRNA_1031;type=other"	1	34	34	"*"	"other_sRNA_1031_1"	"other_sRNA_1031_1"	"other"	"MYO9A"	"ENST00000356056"
"other_sRNA_1032;type=other"	1	68	68	"*"	"other_sRNA_1032_1"	"other_sRNA_1032_1"	"other"	"SEMA7A"	"ENST00000261918"
"other_sRNA_1033;type=other"	1	33	33	"*"	"other_sRNA_1033_1"	"other_sRNA_1033_1"	"other"	"Y_RNA"	"ENST00000362710"
"other_sRNA_1034;type=other"	1	45	45	"*"	"other_sRNA_1034_1"	"other_sRNA_1034_1"	"other"	"SCAPER"	"ENST00000563290"
"other_sRNA_1035;type=other"	1	23	23	"*"	"other_sRNA_1035_1"	"other_sRNA_1035_1"	"other"	"none"	"none"
"other_sRNA_1036;type=other"	1	49	49	"*"	"other_sRNA_1036_1"	"other_sRNA_1036_1"	"other"	"none"	"none"
"other_sRNA_1037;type=other"	1	53	53	"*"	"other_sRNA_1037_1"	"other_sRNA_1037_1"	"other"	"SNHG21;AC105339.2;SCARNA15"	"many"
"other_sRNA_1038;type=other"	1	79	79	"*"	"other_sRNA_1038_1"	"other_sRNA_1038_1"	"other"	"ADAMTSL3"	"ENST00000567476"
"other_sRNA_1039;type=other"	1	33	33	"*"	"other_sRNA_1039_1"	"other_sRNA_1039_1"	"other"	"none"	"none"
"other_sRNA_1040;type=other"	1	28	28	"*"	"other_sRNA_1040_1"	"other_sRNA_1040_1"	"other"	"AC013489.1;DET1"	"many"
"other_sRNA_1041;type=other"	1	80	80	"*"	"other_sRNA_1041_1"	"other_sRNA_1041_1"	"other"	"AC015574.1"	"ENST00000612595"
"other_sRNA_1042;type=other"	1	30	30	"*"	"other_sRNA_1042_1"	"other_sRNA_1042_1"	"other"	"NR2F2"	"ENST00000421109"
"other_sRNA_1043;type=other"	1	564	564	"*"	"other_sRNA_1043_1"	"other_sRNA_1043_1"	"other"	"HBA2"	"ENST00000251595"
"other_sRNA_1044;type=other"	1	261	261	"*"	"other_sRNA_1044_1"	"other_sRNA_1044_1"	"other"	"HBA2"	"ENST00000251595"
"other_sRNA_1045;type=other"	1	637	637	"*"	"other_sRNA_1045_1"	"other_sRNA_1045_1"	"other"	"HBA1"	"ENST00000320868"
"other_sRNA_1046;type=other"	1	288	288	"*"	"other_sRNA_1046_1"	"other_sRNA_1046_1"	"other"	"HBA1"	"ENST00000320868"
"other_sRNA_1047;type=other"	1	115	115	"*"	"other_sRNA_1047_1"	"other_sRNA_1047_1"	"other"	"none"	"none"
"other_sRNA_1048;type=other"	1	118	118	"*"	"other_sRNA_1048_1"	"other_sRNA_1048_1"	"other"	"none"	"none"
"other_sRNA_1049;type=other"	1	48	48	"*"	"other_sRNA_1049_1"	"other_sRNA_1049_1"	"other"	"none"	"none"
"other_sRNA_1050;type=other"	1	125	125	"*"	"other_sRNA_1050_1"	"other_sRNA_1050_1"	"other"	"none"	"none"
"other_sRNA_1051;type=other"	1	91	91	"*"	"other_sRNA_1051_1"	"other_sRNA_1051_1"	"other"	"AJ003147.2"	"ENST00000652759"
"other_sRNA_1052;type=other"	1	69	69	"*"	"other_sRNA_1052_1"	"other_sRNA_1052_1"	"other"	"AC004232.1"	"ENST00000574245"
"other_sRNA_1053;type=other"	1	19	19	"*"	"other_sRNA_1053_1"	"other_sRNA_1053_1"	"other"	"PMM2"	"ENST00000566983"
"other_sRNA_1054;type=other"	1	68	68	"*"	"other_sRNA_1054_1"	"other_sRNA_1054_1"	"other"	"TVP23A"	"ENST00000572980"
"other_sRNA_1055;type=other"	1	21	21	"*"	"other_sRNA_1055_1"	"other_sRNA_1055_1"	"other"	"none"	"none"
"other_sRNA_1056;type=other"	1	24	24	"*"	"other_sRNA_1056_1"	"other_sRNA_1056_1"	"other"	"EARS2"	"ENST00000449606"
"other_sRNA_1057;type=other"	1	64	64	"*"	"other_sRNA_1057_1"	"other_sRNA_1057_1"	"other"	"ARHGAP17"	"ENST00000289968"
"other_sRNA_1058;type=other"	1	19	19	"*"	"other_sRNA_1058_1"	"other_sRNA_1058_1"	"other"	"none"	"none"
"other_sRNA_1059;type=other"	1	23	23	"*"	"other_sRNA_1059_1"	"other_sRNA_1059_1"	"other"	"SBK1;AC138904.3"	"many"
"other_sRNA_1060;type=other"	1	110	110	"*"	"other_sRNA_1060_1"	"other_sRNA_1060_1"	"other"	"ZNF688"	"ENST00000563276"
"other_sRNA_1061;type=other"	1	34	34	"*"	"other_sRNA_1061_1"	"other_sRNA_1061_1"	"other"	"none"	"none"
"other_sRNA_1062;type=other"	1	83	83	"*"	"other_sRNA_1062_1"	"other_sRNA_1062_1"	"other"	"none"	"none"
"other_sRNA_1063;type=other"	1	114	114	"*"	"other_sRNA_1063_1"	"other_sRNA_1063_1"	"other"	"none"	"none"
"other_sRNA_1064;type=other"	1	56	56	"*"	"other_sRNA_1064_1"	"other_sRNA_1064_1"	"other"	"none"	"none"
"other_sRNA_1065;type=other"	1	1290	1290	"*"	"other_sRNA_1065_1"	"other_sRNA_1065_1"	"other"	"none"	"none"
"other_sRNA_1066;type=other"	1	35	35	"*"	"other_sRNA_1066_1"	"other_sRNA_1066_1"	"other"	"none"	"none"
"other_sRNA_1067;type=other"	1	82	82	"*"	"other_sRNA_1067_1"	"other_sRNA_1067_1"	"other"	"none"	"none"
"other_sRNA_1068;type=other"	1	80	80	"*"	"other_sRNA_1068_1"	"other_sRNA_1068_1"	"other"	"none"	"none"
"other_sRNA_1069;type=other"	1	49	49	"*"	"other_sRNA_1069_1"	"other_sRNA_1069_1"	"other"	"PHKB"	"ENST00000566044"
"other_sRNA_1070;type=other"	1	107	107	"*"	"other_sRNA_1070_1"	"other_sRNA_1070_1"	"other"	"PHKB"	"ENST00000566044"
"other_sRNA_1071;type=other"	1	31	31	"*"	"other_sRNA_1071_1"	"other_sRNA_1071_1"	"other"	"none"	"none"
"other_sRNA_1072;type=other"	1	71	71	"*"	"other_sRNA_1072_1"	"other_sRNA_1072_1"	"other"	"AC025810.1"	"ENST00000569986"
"other_sRNA_1073;type=other"	1	20	20	"*"	"other_sRNA_1073_1"	"other_sRNA_1073_1"	"other"	"none"	"none"
"other_sRNA_1074;type=other"	1	20	20	"*"	"other_sRNA_1074_1"	"other_sRNA_1074_1"	"other"	"AC087564.1"	"ENST00000642450"
"other_sRNA_1075;type=other"	1	30	30	"*"	"other_sRNA_1075_1"	"other_sRNA_1075_1"	"other"	"none"	"none"
"other_sRNA_1076;type=other"	1	20	20	"*"	"other_sRNA_1076_1"	"other_sRNA_1076_1"	"other"	"none"	"none"
"other_sRNA_1077;type=other"	1	26	26	"*"	"other_sRNA_1077_1"	"other_sRNA_1077_1"	"other"	"none"	"none"
"other_sRNA_1078;type=other"	1	24	24	"*"	"other_sRNA_1078_1"	"other_sRNA_1078_1"	"other"	"none"	"none"
"other_sRNA_1079;type=other"	1	128	128	"*"	"other_sRNA_1079_1"	"other_sRNA_1079_1"	"other"	"CDH1"	"ENST00000261769"
"other_sRNA_1080;type=other"	1	55	55	"*"	"other_sRNA_1080_1"	"other_sRNA_1080_1"	"other"	"UTP4;SNTB2;Y_RNA"	"many"
"other_sRNA_1081;type=other"	1	45	45	"*"	"other_sRNA_1081_1"	"other_sRNA_1081_1"	"other"	"none"	"none"
"other_sRNA_1082;type=other"	1	69	69	"*"	"other_sRNA_1082_1"	"other_sRNA_1082_1"	"other"	"WWP2"	"ENST00000359154"
"other_sRNA_1083;type=other"	1	44	44	"*"	"other_sRNA_1083_1"	"other_sRNA_1083_1"	"other"	"none"	"none"
"other_sRNA_1084;type=other"	1	24	24	"*"	"other_sRNA_1084_1"	"other_sRNA_1084_1"	"other"	"AC116667.2"	"ENST00000641075"
"other_sRNA_1085;type=other"	1	76	76	"*"	"other_sRNA_1085_1"	"other_sRNA_1085_1"	"other"	"ZFHX3"	"ENST00000641206"
"other_sRNA_1086;type=other"	1	18	18	"*"	"other_sRNA_1086_1"	"other_sRNA_1086_1"	"other"	"AC025284.1"	"ENST00000564358"
"other_sRNA_1087;type=other"	1	22	22	"*"	"other_sRNA_1087_1"	"other_sRNA_1087_1"	"other"	"none"	"none"
"other_sRNA_1088;type=other"	1	52	52	"*"	"other_sRNA_1088_1"	"other_sRNA_1088_1"	"other"	"none"	"none"
"other_sRNA_1089;type=other"	1	61	61	"*"	"other_sRNA_1089_1"	"other_sRNA_1089_1"	"other"	"none"	"none"
"other_sRNA_1090;type=other"	1	18	18	"*"	"other_sRNA_1090_1"	"other_sRNA_1090_1"	"other"	"none"	"none"
"other_sRNA_1091;type=other"	1	26	26	"*"	"other_sRNA_1091_1"	"other_sRNA_1091_1"	"other"	"none"	"none"
"other_sRNA_1092;type=other"	1	49	49	"*"	"other_sRNA_1092_1"	"other_sRNA_1092_1"	"other"	"none"	"none"
"other_sRNA_1093;type=other"	1	28	28	"*"	"other_sRNA_1093_1"	"other_sRNA_1093_1"	"other"	"GSE1"	"ENST00000637419"
"other_sRNA_1094;type=other"	1	53	53	"*"	"other_sRNA_1094_1"	"other_sRNA_1094_1"	"other"	"none"	"none"
"other_sRNA_1095;type=other"	1	130	130	"*"	"other_sRNA_1095_1"	"other_sRNA_1095_1"	"other"	"FBXO31"	"ENST00000618298"
"other_sRNA_1096;type=other"	1	42	42	"*"	"other_sRNA_1096_1"	"other_sRNA_1096_1"	"other"	"CBFA2T3"	"ENST00000327483"
"other_sRNA_1097;type=other"	1	27	27	"*"	"other_sRNA_1097_1"	"other_sRNA_1097_1"	"other"	"ACSF3"	"ENST00000317447"
"other_sRNA_1098;type=other"	1	22	22	"*"	"other_sRNA_1098_1"	"other_sRNA_1098_1"	"other"	"none"	"none"
